order_id,customer_id,user_id,order_date,status,total_amount
220,1019,1,11/8/2025,Cancelled,382
221,588,2,11/10/2025,Completed,550
222,447,5,11/21/2025,Processing,76
223,683,1,11/16/2025,Cancelled,318
224,1110,2,11/22/2025,Cancelled,661
225,1059,4,11/27/2025,Completed,550
226,166,1,11/3/2025,Completed,990
227,319,4,11/23/2025,Processing,105
228,456,4,11/27/2025,Cancelled,84
229,610,2,11/25/2025,Processing,366
230,856,2,11/27/2025,Cancelled,653
231,680,4,11/12/2025,Completed,232
232,241,5,11/29/2025,Completed,422
233,1099,5,11/7/2025,Cancelled,261
234,340,3,11/13/2025,Cancelled,118
235,201,3,11/30/2025,Cancelled,340
236,195,3,11/20/2025,Cancelled,732
237,439,3,11/22/2025,Completed,451
238,917,5,11/12/2025,Completed,192
239,995,2,11/15/2025,Processing,651
240,706,5,11/8/2025,Cancelled,675
241,459,5,11/9/2025,Completed,659
242,211,4,11/25/2025,Processing,267
243,819,2,11/11/2025,Processing,672
244,782,1,11/17/2025,Processing,352
245,60,1,11/5/2025,Completed,516
246,998,2,11/25/2025,Processing,672
247,961,1,11/2/2025,Processing,721
248,327,1,11/8/2025,Completed,125
249,750,3,11/18/2025,Cancelled,518
250,546,1,11/19/2025,Completed,568
251,389,2,11/15/2025,Cancelled,176
252,1167,3,11/24/2025,Processing,729
253,499,5,11/17/2025,Processing,184
254,598,3,11/4/2025,Cancelled,461
255,643,5,11/23/2025,Cancelled,216
256,497,3,11/4/2025,Processing,375
257,1180,5,11/10/2025,Processing,573
258,499,3,11/16/2025,Completed,843
259,181,2,11/14/2025,Completed,416
260,734,4,11/12/2025,Cancelled,692
261,542,5,11/22/2025,Cancelled,714
262,765,4,11/28/2025,Processing,460
263,985,1,11/24/2025,Completed,192
264,565,1,11/23/2025,Cancelled,484
265,1061,5,11/16/2025,Cancelled,388
266,1005,1,11/19/2025,Completed,182
267,824,4,11/19/2025,Processing,652
268,23,5,11/3/2025,Processing,55
269,105,3,11/23/2025,Completed,476
270,543,3,11/8/2025,Processing,281
271,73,2,11/2/2025,Completed,967
272,426,1,11/12/2025,Cancelled,132
273,1190,1,11/13/2025,Cancelled,309
274,317,5,11/11/2025,Cancelled,997
275,68,2,11/2/2025,Cancelled,216
276,268,5,11/7/2025,Completed,375
277,1178,4,11/13/2025,Cancelled,132
278,977,1,11/29/2025,Completed,264
279,471,1,11/8/2025,Processing,226
280,546,2,11/16/2025,Cancelled,917
281,745,3,11/4/2025,Processing,229
282,982,4,11/19/2025,Processing,234
283,1026,3,11/17/2025,Completed,844
284,717,3,11/30/2025,Processing,404
285,430,2,11/3/2025,Cancelled,630
286,333,4,11/8/2025,Completed,216
287,648,1,11/26/2025,Processing,672
288,362,2,11/11/2025,Completed,256
289,1028,5,11/26/2025,Completed,615
290,445,4,11/21/2025,Processing,247
291,585,4,11/29/2025,Completed,148
292,19,5,11/7/2025,Cancelled,349
293,827,1,11/29/2025,Cancelled,699
294,688,3,11/16/2025,Completed,912
295,1118,2,11/20/2025,Completed,678
296,798,4,11/21/2025,Cancelled,798
297,636,4,11/27/2025,Processing,773
298,328,2,11/30/2025,Processing,522
299,699,5,11/12/2025,Completed,606
300,53,2,11/24/2025,Processing,455
301,275,3,11/25/2025,Cancelled,602
302,724,4,11/1/2025,Processing,1080
303,1136,4,11/27/2025,Completed,299
304,510,5,11/15/2025,Processing,302
305,125,2,11/23/2025,Completed,369
306,1198,2,11/3/2025,Cancelled,513
307,567,4,11/4/2025,Cancelled,237
308,8,3,11/12/2025,Cancelled,182
309,282,5,11/17/2025,Cancelled,388
310,732,3,11/7/2025,Cancelled,78
311,935,1,11/28/2025,Completed,112
312,1170,5,11/21/2025,Completed,466
313,202,2,11/10/2025,Processing,759
314,795,5,11/3/2025,Cancelled,130
315,32,2,11/5/2025,Processing,126
316,251,4,11/14/2025,Completed,439
317,1089,1,11/17/2025,Cancelled,729
318,191,1,11/6/2025,Cancelled,994
319,353,3,11/19/2025,Completed,202
320,351,1,11/28/2025,Processing,49
321,1035,3,11/16/2025,Processing,779
322,511,3,11/25/2025,Completed,529
323,677,4,11/10/2025,Completed,837
324,372,2,11/20/2025,Completed,320
325,928,2,11/30/2025,Processing,234
326,1140,2,11/20/2025,Completed,169
327,953,5,11/12/2025,Completed,507
328,893,1,11/20/2025,Processing,736
329,378,4,11/29/2025,Processing,631
330,903,3,11/25/2025,Processing,224
331,486,5,11/8/2025,Cancelled,543
332,1172,1,11/22/2025,Completed,730
333,191,3,11/2/2025,Cancelled,604
334,651,5,11/1/2025,Processing,35
335,45,4,11/5/2025,Cancelled,334
336,1060,5,11/11/2025,Completed,615
337,1143,5,11/8/2025,Cancelled,906
338,595,1,11/7/2025,Completed,574
339,1143,5,11/30/2025,Cancelled,381
340,148,2,11/28/2025,Completed,336
341,1186,3,11/9/2025,Cancelled,108
342,1161,1,11/10/2025,Cancelled,190
343,54,4,11/25/2025,Completed,348
344,445,2,11/13/2025,Processing,470
345,307,2,11/13/2025,Processing,632
346,1081,4,11/5/2025,Cancelled,438
347,167,4,11/11/2025,Completed,595
348,884,4,11/14/2025,Processing,360
349,1124,2,11/30/2025,Completed,564
350,1114,4,11/9/2025,Processing,855
351,1103,4,11/17/2025,Cancelled,264
352,312,3,11/3/2025,Processing,375
353,693,5,11/9/2025,Cancelled,600
354,924,4,11/7/2025,Completed,198
355,632,3,11/11/2025,Cancelled,709
356,261,4,11/27/2025,Cancelled,84
357,395,5,11/9/2025,Cancelled,853
358,885,3,11/28/2025,Processing,320
359,683,3,11/2/2025,Cancelled,912
360,313,4,11/4/2025,Completed,85
361,1072,5,11/30/2025,Completed,526
362,1154,1,11/22/2025,Processing,303
363,432,4,11/19/2025,Completed,101
364,786,3,11/24/2025,Processing,357
365,993,1,11/9/2025,Completed,927
366,1137,4,11/23/2025,Processing,623
367,1116,4,11/11/2025,Completed,174
368,551,1,11/13/2025,Processing,279
369,123,2,11/24/2025,Processing,780
370,1142,5,11/4/2025,Processing,445
371,1120,5,11/6/2025,Processing,339
372,847,4,11/29/2025,Processing,375
373,624,4,11/5/2025,Processing,213
374,325,2,11/13/2025,Completed,243
375,746,5,11/7/2025,Cancelled,156
376,767,3,11/11/2025,Cancelled,426
377,366,5,11/1/2025,Completed,828
378,901,2,11/13/2025,Processing,645
379,522,3,11/14/2025,Cancelled,963
380,402,3,11/1/2025,Processing,946
381,519,2,11/20/2025,Processing,284
382,151,3,11/30/2025,Cancelled,97
383,61,3,11/26/2025,Processing,628
384,671,3,11/25/2025,Cancelled,342
385,520,1,11/10/2025,Completed,488
386,432,4,11/2/2025,Processing,353
387,30,2,11/21/2025,Processing,370
388,823,4,11/22/2025,Completed,100
389,516,5,11/29/2025,Completed,270
390,549,5,11/16/2025,Completed,381
391,650,5,11/5/2025,Processing,631
392,382,2,11/26/2025,Cancelled,396
393,264,5,11/28/2025,Cancelled,361
394,235,5,11/17/2025,Processing,187
395,1056,5,11/15/2025,Completed,616
396,278,1,11/10/2025,Completed,357
397,74,5,11/9/2025,Completed,768
398,970,5,11/6/2025,Cancelled,553
399,397,2,11/29/2025,Cancelled,296
400,365,3,11/21/2025,Cancelled,112
401,1197,1,11/14/2025,Completed,750
402,127,4,11/14/2025,Cancelled,558
403,69,2,11/9/2025,Processing,505
404,1088,1,11/26/2025,Completed,385
405,845,4,11/22/2025,Processing,332
406,976,3,11/21/2025,Cancelled,1057
407,934,5,11/20/2025,Processing,420
408,864,1,11/11/2025,Processing,1184
409,25,4,11/2/2025,Cancelled,161
410,424,5,11/27/2025,Cancelled,215
411,574,1,11/11/2025,Cancelled,782
412,4,3,11/4/2025,Completed,242
413,810,3,11/20/2025,Completed,732
414,741,4,11/11/2025,Completed,802
415,298,4,11/22/2025,Cancelled,667
416,917,4,11/21/2025,Completed,309
417,474,1,11/30/2025,Processing,400
418,445,3,11/21/2025,Cancelled,650
419,1107,5,11/10/2025,Processing,106
420,568,5,11/20/2025,Processing,728
421,328,1,12/1/2025,Processing,675
422,48,1,12/6/2025,Completed,639
423,1047,5,12/31/2025,Processing,729
424,1182,5,12/29/2025,Completed,544
425,813,2,12/23/2025,Completed,547
426,77,2,12/30/2025,Processing,574
427,56,5,12/11/2025,Cancelled,360
428,1155,3,12/6/2025,Processing,283
429,153,5,12/28/2025,Cancelled,640
430,739,3,12/16/2025,Completed,321
431,1132,1,12/25/2025,Processing,150
432,406,3,12/25/2025,Cancelled,297
433,1184,4,12/10/2025,Processing,430
434,274,3,12/12/2025,Completed,527
435,667,5,12/9/2025,Completed,286
436,446,2,12/19/2025,Cancelled,144
437,701,4,12/7/2025,Processing,706
438,430,5,12/27/2025,Processing,451
439,338,2,12/17/2025,Cancelled,678
440,946,2,12/14/2025,Processing,521
441,932,2,12/24/2025,Completed,321
442,918,4,12/1/2025,Processing,242
443,56,4,12/27/2025,Completed,97
444,1006,1,12/9/2025,Cancelled,404
445,480,3,12/26/2025,Completed,270
446,584,4,12/25/2025,Cancelled,403
447,1019,2,12/18/2025,Cancelled,342
448,66,2,12/4/2025,Processing,768
449,314,3,12/1/2025,Cancelled,254
450,977,3,12/16/2025,Cancelled,819
451,1019,1,12/4/2025,Completed,103
452,304,3,12/21/2025,Completed,126
453,1016,1,12/29/2025,Completed,528
454,595,2,12/7/2025,Processing,101
455,63,1,12/14/2025,Completed,493
456,556,1,12/6/2025,Processing,392
457,876,5,12/20/2025,Completed,401
458,888,5,12/7/2025,Cancelled,116
459,1012,4,12/4/2025,Cancelled,747
460,455,4,12/27/2025,Processing,960
461,369,2,12/17/2025,Cancelled,306
462,750,3,12/1/2025,Completed,235
463,976,3,12/4/2025,Completed,539
464,579,3,12/23/2025,Cancelled,261
465,320,5,12/4/2025,Completed,367
466,12,4,12/28/2025,Processing,443
467,522,1,12/31/2025,Cancelled,813
468,273,4,12/10/2025,Processing,393
469,823,5,12/12/2025,Completed,300
470,576,2,12/14/2025,Cancelled,264
471,259,5,12/26/2025,Processing,375
472,371,5,12/1/2025,Cancelled,134
473,483,1,12/22/2025,Completed,346
474,1003,2,12/12/2025,Completed,92
475,820,4,12/31/2025,Processing,585
476,1086,2,12/10/2025,Completed,863
477,286,4,12/18/2025,Processing,124
478,189,5,12/25/2025,Completed,356
479,514,2,12/16/2025,Processing,224
480,874,5,12/8/2025,Processing,290
481,807,4,12/17/2025,Cancelled,538
482,318,4,12/16/2025,Processing,114
483,542,3,12/24/2025,Processing,184
484,481,5,12/15/2025,Cancelled,46
485,23,5,12/12/2025,Cancelled,22
486,288,3,12/19/2025,Processing,300
487,1076,1,12/15/2025,Cancelled,391
488,1103,1,12/31/2025,Cancelled,414
489,483,2,12/18/2025,Completed,437
490,572,4,12/16/2025,Processing,943
491,690,1,12/6/2025,Processing,420
492,296,4,12/27/2025,Completed,532
493,780,4,12/7/2025,Cancelled,466
494,1187,4,12/9/2025,Cancelled,102
495,571,4,12/24/2025,Completed,310
496,787,2,12/4/2025,Cancelled,853
497,952,4,12/17/2025,Completed,434
498,748,3,12/12/2025,Completed,448
499,789,3,12/19/2025,Processing,160
500,1054,4,12/31/2025,Cancelled,799
501,803,5,12/22/2025,Processing,489
502,71,4,12/20/2025,Processing,757
503,332,4,12/15/2025,Cancelled,763
504,1124,1,12/31/2025,Cancelled,414
505,661,2,12/6/2025,Cancelled,122
506,689,4,12/2/2025,Cancelled,372
507,18,5,12/30/2025,Completed,548
508,733,2,12/10/2025,Cancelled,278
509,363,2,12/12/2025,Processing,112
510,663,4,12/3/2025,Completed,347
511,419,5,12/25/2025,Completed,681
512,703,5,12/9/2025,Completed,294
513,389,1,12/21/2025,Cancelled,233
514,965,3,12/25/2025,Processing,63
515,856,5,12/17/2025,Completed,40
516,199,2,12/26/2025,Processing,294
517,339,2,12/21/2025,Processing,266
518,382,1,12/8/2025,Completed,683
519,471,2,12/14/2025,Cancelled,539
520,763,4,12/20/2025,Processing,376
521,435,5,12/24/2025,Processing,563
522,435,1,12/14/2025,Completed,498
523,831,1,12/30/2025,Cancelled,472
524,104,2,12/16/2025,Completed,154
525,726,5,12/5/2025,Cancelled,656
526,724,2,12/23/2025,Completed,436
527,780,1,12/11/2025,Processing,956
528,700,4,12/16/2025,Completed,248
529,447,4,12/3/2025,Cancelled,512
530,451,2,12/1/2025,Cancelled,951
531,746,4,12/8/2025,Completed,442
532,184,3,12/12/2025,Processing,249
533,144,2,12/18/2025,Cancelled,612
534,576,5,12/14/2025,Cancelled,654
535,122,4,12/18/2025,Cancelled,150
536,466,4,12/6/2025,Completed,474
537,1040,1,12/22/2025,Processing,326
538,473,5,12/23/2025,Completed,433
539,1157,4,12/15/2025,Processing,90
540,340,5,12/25/2025,Completed,597
541,1038,5,12/6/2025,Cancelled,40
542,111,5,12/19/2025,Completed,381
543,797,1,12/3/2025,Completed,184
544,944,1,12/1/2025,Cancelled,197
545,70,1,12/5/2025,Completed,578
546,357,2,12/18/2025,Processing,418
547,969,4,12/28/2025,Processing,214
548,1097,3,12/5/2025,Processing,312
549,889,2,12/12/2025,Completed,344
550,358,4,12/24/2025,Cancelled,650
551,597,2,12/11/2025,Processing,676
552,237,2,12/22/2025,Completed,628
553,463,2,12/11/2025,Cancelled,230
554,648,4,12/5/2025,Processing,76
555,938,3,12/13/2025,Completed,393
556,151,2,12/8/2025,Processing,231
557,819,3,12/29/2025,Completed,300
558,763,4,12/5/2025,Processing,77
559,1045,5,12/29/2025,Completed,583
560,481,1,12/23/2025,Cancelled,349
561,1121,2,12/11/2025,Completed,556
562,1189,2,12/9/2025,Cancelled,460
563,730,5,12/29/2025,Completed,1208
564,947,1,12/17/2025,Completed,1127
565,651,2,12/25/2025,Completed,733
566,616,2,12/9/2025,Processing,536
567,681,5,12/20/2025,Processing,157
568,268,3,12/25/2025,Completed,476
569,357,2,12/27/2025,Cancelled,127
570,743,1,12/9/2025,Completed,645
571,91,1,12/24/2025,Completed,298
572,8,4,12/2/2025,Cancelled,369
573,874,3,12/30/2025,Completed,410
574,1041,2,12/22/2025,Processing,129
575,297,4,12/29/2025,Cancelled,773
576,84,3,12/31/2025,Completed,538
577,593,5,12/22/2025,Completed,210
578,417,1,12/31/2025,Processing,141
579,712,3,12/13/2025,Processing,447
580,45,3,12/25/2025,Cancelled,53
581,716,4,12/29/2025,Processing,599
582,1156,2,12/26/2025,Completed,1329
583,205,5,12/23/2025,Processing,256
584,520,2,12/3/2025,Processing,873
585,512,5,12/21/2025,Completed,276
586,894,4,12/12/2025,Processing,146
587,695,5,12/19/2025,Completed,677
588,930,2,12/14/2025,Completed,118
589,456,3,12/28/2025,Cancelled,864
590,959,1,12/12/2025,Completed,685
591,524,4,12/23/2025,Processing,794
592,647,3,12/25/2025,Processing,60
593,886,3,12/22/2025,Cancelled,435
594,1098,5,12/6/2025,Cancelled,198
595,1091,5,12/15/2025,Processing,195
596,118,1,12/24/2025,Completed,458
597,281,2,12/31/2025,Completed,183
598,966,5,12/24/2025,Completed,655
599,234,4,12/26/2025,Completed,560
600,758,3,12/29/2025,Completed,116
601,406,3,12/20/2025,Completed,717
602,248,4,12/21/2025,Processing,525
603,793,5,12/24/2025,Processing,91
604,570,3,12/25/2025,Cancelled,386
605,536,1,12/22/2025,Completed,468
606,376,1,12/26/2025,Cancelled,171
607,1106,4,12/19/2025,Cancelled,417
608,355,2,12/8/2025,Cancelled,489
609,359,3,12/30/2025,Processing,213
610,901,4,12/29/2025,Cancelled,667
611,1171,4,12/1/2025,Processing,88
612,562,4,12/2/2025,Completed,82
613,131,4,12/31/2025,Processing,61
614,937,2,12/20/2025,Processing,599
615,1181,5,12/18/2025,Completed,502
616,142,3,12/14/2025,Processing,306
617,816,2,12/22/2025,Processing,80
618,245,5,12/22/2025,Cancelled,350
619,210,1,12/28/2025,Cancelled,280
620,592,4,12/14/2025,Cancelled,108
621,162,1,12/23/2025,Completed,462
622,1199,5,12/30/2025,Processing,249
623,1099,4,12/22/2025,Completed,523
624,987,4,12/22/2025,Processing,494
625,146,1,12/14/2025,Completed,663
626,419,5,12/18/2025,Cancelled,155
627,585,2,12/7/2025,Cancelled,569
628,355,4,12/25/2025,Cancelled,409
629,215,1,12/28/2025,Processing,717
630,984,2,12/30/2025,Processing,648
631,1169,3,12/13/2025,Processing,60
632,807,3,12/30/2025,Completed,228
633,576,1,12/2/2025,Cancelled,327
634,896,2,12/30/2025,Cancelled,393
635,401,5,12/23/2025,Cancelled,675
636,434,4,12/12/2025,Processing,599
637,789,2,12/21/2025,Cancelled,120
638,276,4,12/6/2025,Completed,107
639,660,1,12/28/2025,Cancelled,777
640,108,1,12/20/2025,Processing,132
641,933,4,12/18/2025,Processing,35
642,109,2,12/10/2025,Cancelled,25
643,796,5,12/6/2025,Completed,434
644,513,5,12/17/2025,Cancelled,52
645,908,5,12/22/2025,Completed,398
646,244,5,12/12/2025,Cancelled,1071
647,1169,3,12/25/2025,Cancelled,485
648,72,4,12/20/2025,Processing,56
649,538,2,12/19/2025,Processing,912
650,1075,4,12/14/2025,Processing,375
651,879,3,12/12/2025,Completed,108
652,765,1,12/31/2025,Processing,898
653,796,5,12/19/2025,Completed,145
654,253,2,12/20/2025,Completed,1020
655,336,2,12/15/2025,Cancelled,496
656,1115,5,12/13/2025,Processing,297
657,1078,5,12/7/2025,Completed,42
658,1197,1,12/8/2025,Processing,913
659,573,1,12/24/2025,Cancelled,773
660,896,1,12/29/2025,Processing,117
661,1067,1,12/25/2025,Cancelled,227
662,447,1,12/12/2025,Cancelled,442
663,940,3,12/28/2025,Processing,103
664,809,1,12/20/2025,Completed,305
665,222,1,12/27/2025,Processing,975
666,227,1,12/30/2025,Completed,616
667,731,4,12/19/2025,Cancelled,899
668,773,2,12/13/2025,Cancelled,638
669,952,3,12/21/2025,Cancelled,413
670,1051,1,12/26/2025,Processing,199
671,90,2,12/5/2025,Completed,231
672,1077,1,12/16/2025,Completed,839
673,465,3,12/6/2025,Cancelled,921
674,1118,1,12/31/2025,Completed,259
675,740,3,12/22/2025,Cancelled,474
676,156,2,12/22/2025,Cancelled,330
677,1047,5,12/24/2025,Completed,1085
678,1136,2,12/23/2025,Cancelled,733
679,6,3,12/9/2025,Completed,411
680,108,2,12/19/2025,Cancelled,560
681,634,2,12/21/2025,Processing,281
682,648,3,12/16/2025,Cancelled,373
683,1051,1,12/29/2025,Completed,273
684,950,3,12/27/2025,Completed,840
685,835,4,12/31/2025,Cancelled,1041
686,991,2,12/25/2025,Processing,184
687,387,1,12/10/2025,Completed,501
688,340,5,12/22/2025,Completed,695
689,228,4,12/29/2025,Cancelled,153
690,1012,2,12/12/2025,Processing,482
691,242,1,12/3/2025,Processing,411
692,479,5,12/23/2025,Cancelled,337
693,651,3,12/13/2025,Cancelled,208
694,746,2,12/16/2025,Completed,312
695,204,4,12/14/2025,Completed,354
696,592,5,12/19/2025,Processing,210
697,188,3,12/21/2025,Processing,292
698,1039,1,12/27/2025,Processing,86
699,763,2,12/9/2025,Cancelled,122
700,66,3,12/8/2025,Completed,285
701,110,5,12/3/2025,Processing,195
