order_item_id,order_id,product_id,quantity,unit_price,total_price
313,126,46,2,137,274
314,126,39,3,46,138
315,126,15,3,68,204
316,127,24,2,116,232
317,127,9,1,111,111
318,127,41,3,62,186
319,128,22,2,146,292
320,128,22,3,60,180
321,129,2,2,130,260
322,129,4,3,69,207
323,130,42,2,34,68
324,130,7,2,150,300
325,131,30,1,129,129
326,131,30,2,106,212
327,132,26,1,150,150
328,132,33,3,85,255
329,133,44,3,25,75
330,133,44,1,86,86
331,134,28,3,114,342
332,134,13,2,89,178
333,134,10,3,86,258
334,134,18,2,67,134
335,135,26,1,132,132
336,135,38,2,91,182
337,135,23,1,127,127
338,135,16,3,61,183
339,136,15,3,130,390
340,137,19,3,39,117
341,138,40,3,85,255
342,138,28,2,71,142
343,138,16,1,59,59
344,138,31,3,106,318
345,139,31,2,58,116
346,139,13,2,111,222
347,139,35,3,119,357
348,139,5,3,129,387
349,140,39,2,78,156
350,141,21,3,57,171
351,142,2,2,57,114
352,142,30,2,107,214
353,142,40,1,104,104
354,143,32,3,65,195
355,144,15,3,70,210
356,144,45,3,53,159
357,145,41,1,104,104
358,145,18,1,63,63
359,145,14,3,98,294
360,145,19,1,83,83
361,146,1,3,75,225
362,146,11,1,98,98
363,147,50,3,55,165
364,147,18,2,44,88
365,147,35,3,55,165
366,147,13,1,57,57
367,148,19,1,24,24
368,148,30,3,21,63
369,149,10,3,92,276
370,149,13,1,59,59
371,150,41,1,124,124
372,150,15,2,90,180
373,150,34,1,95,95
374,151,4,3,147,441
375,152,3,1,51,51
376,152,21,3,73,219
377,152,15,2,64,128
378,153,45,2,83,166
379,154,38,1,87,87
380,155,16,1,36,36
381,156,32,1,52,52
382,156,48,2,44,88
383,156,27,3,117,351
384,157,13,1,98,98
385,157,45,3,23,69
386,157,39,3,95,285
387,158,14,3,74,222
388,158,7,2,44,88
389,158,19,2,90,180
390,158,19,2,97,194
391,159,6,1,59,59
392,159,14,1,124,124
393,159,8,3,69,207
394,159,40,3,104,312
395,160,3,3,55,165
396,161,43,3,26,78
397,161,49,3,137,411
398,162,27,1,145,145
399,162,1,2,81,162
400,163,14,3,93,279
401,163,19,3,93,279
402,163,20,3,56,168
403,164,35,1,89,89
404,164,45,3,144,432
405,164,23,1,145,145
406,164,34,1,77,77
407,165,33,3,85,255
408,166,4,3,105,315
409,167,8,1,86,86
410,168,23,3,30,90
411,169,5,1,125,125
412,169,2,1,45,45
413,169,43,3,130,390
414,169,23,1,146,146
415,170,29,3,49,147
416,170,45,3,32,96
417,170,33,2,31,62
418,171,13,3,22,66
419,172,26,2,91,182
420,172,35,2,69,138
421,172,9,1,48,48
422,172,47,2,35,70
423,173,40,3,89,267
424,173,19,3,97,291
425,174,1,1,97,97
426,174,15,2,45,90
427,174,33,2,23,46
428,175,13,1,108,108
429,175,30,1,120,120
430,176,44,2,124,248
431,176,27,1,38,38
432,177,12,1,136,136
433,177,11,1,44,44
434,177,35,3,98,294
435,178,47,2,136,272
436,179,27,3,79,237
437,179,46,1,37,37
438,179,48,3,137,411
439,180,10,1,60,60
440,181,45,2,103,206
441,181,36,1,150,150
442,182,37,2,136,272
443,183,12,1,69,69
444,183,46,1,146,146
445,183,30,3,107,321
446,183,14,1,65,65
447,184,45,3,85,255
448,184,50,1,102,102
449,184,2,3,113,339
450,184,22,3,29,87
451,185,31,2,93,186
452,185,11,1,144,144
453,185,33,2,143,286
454,185,3,2,91,182
455,186,14,3,86,258
456,187,33,3,89,267
457,187,44,3,38,114
458,187,10,1,107,107
459,187,36,1,143,143
460,188,21,3,138,414
461,189,6,3,34,102
462,189,2,1,124,124
463,190,32,1,72,72
464,190,16,2,22,44
465,190,36,3,24,72
466,190,42,3,41,123
467,191,12,3,39,117
468,191,15,2,142,284
469,191,16,2,57,114
470,191,17,3,136,408
471,192,23,1,32,32
472,193,21,1,68,68
473,193,45,2,105,210
474,193,26,1,77,77
475,194,16,1,142,142
476,195,26,1,147,147
477,196,17,2,95,190
478,196,34,1,83,83
479,197,30,3,135,405
480,197,42,1,59,59
481,197,38,2,59,118
482,197,40,2,42,84
483,198,49,1,90,90
484,198,43,3,106,318
485,199,38,2,114,228
486,200,19,1,128,128
487,201,21,3,34,102
488,201,39,3,42,126
489,201,42,1,103,103
490,202,19,1,141,141
491,202,23,2,95,190
492,202,41,2,141,282
493,202,7,2,96,192
494,203,28,2,129,258
495,203,26,1,91,91
496,203,20,1,44,44
497,203,19,3,137,411
498,204,40,2,76,152
499,204,30,2,87,174
500,204,26,2,104,208
501,204,34,3,139,417
502,205,23,2,114,228
503,205,12,2,29,58
504,205,33,2,83,166
505,206,49,3,132,396
506,206,37,2,121,242
507,207,41,2,59,118
508,207,23,2,145,290
509,207,35,1,68,68
510,207,8,3,69,207
511,208,32,3,39,117
512,208,42,3,43,129
513,209,37,1,64,64
514,209,48,3,54,162
515,209,12,3,94,282
516,209,16,2,22,44
517,210,50,3,66,198
518,210,48,3,71,213
519,210,38,3,20,60
520,211,43,3,22,66
521,211,16,3,108,324
522,211,34,1,140,140
523,212,37,1,131,131
524,212,14,1,129,129
525,212,30,2,108,216
526,212,47,2,93,186
527,213,15,1,45,45
528,214,47,1,150,150
529,215,17,1,33,33
530,216,42,3,39,117
531,216,48,3,146,438
532,216,41,2,68,136
533,216,11,2,136,272
534,217,46,2,90,180
535,217,12,2,116,232
536,217,34,1,99,99
537,217,4,3,141,423
538,218,21,2,35,70
539,219,6,1,71,71
540,220,21,2,68,136
541,220,47,1,141,141
542,220,46,3,35,105
543,221,13,2,117,234
544,221,5,3,43,129
545,221,30,1,70,70
546,221,40,3,39,117
547,222,45,2,38,76
548,223,39,1,138,138
549,223,30,3,60,180
550,224,4,2,91,182
551,224,22,3,85,255
552,224,37,3,37,111
553,224,34,1,113,113
554,225,18,3,88,264
555,225,23,2,143,286
556,226,13,1,119,119
557,226,31,3,132,396
558,226,41,1,91,91
559,226,40,3,128,384
560,227,50,1,28,28
561,227,36,1,77,77
562,228,3,2,42,84
563,229,3,3,34,102
564,229,46,2,53,106
565,229,16,3,46,138
566,229,12,1,20,20
567,230,20,2,70,140
568,230,15,3,74,222
569,230,34,3,97,291
570,231,8,2,105,210
571,231,46,1,22,22
572,232,37,2,30,60
573,232,6,2,50,100
574,232,38,2,37,74
575,232,1,2,94,188
576,233,17,3,87,261
577,234,42,1,118,118
578,235,31,1,136,136
579,235,12,1,112,112
580,235,42,1,92,92
581,236,19,1,136,136
582,236,28,1,76,76
583,236,13,3,129,387
584,236,43,1,133,133
585,237,46,2,38,76
586,237,38,3,125,375
587,238,14,3,64,192
588,239,41,3,96,288
589,239,14,3,113,339
590,239,49,1,24,24
591,240,5,3,133,399
592,240,48,2,138,276
593,241,35,3,69,207
594,241,4,1,88,88
595,241,40,2,124,248
596,241,9,2,58,116
597,242,34,2,70,140
598,242,30,1,107,107
599,242,6,1,20,20
600,243,24,3,95,285
601,243,49,3,103,309
602,243,31,1,78,78
603,244,26,3,63,189
604,244,5,2,70,140
605,244,50,1,23,23
606,245,7,3,28,84
607,245,36,3,77,231
608,245,25,3,67,201
609,246,31,3,45,135
610,246,26,2,135,270
611,246,1,3,89,267
612,247,33,1,139,139
613,247,43,3,108,324
614,247,26,1,63,63
615,247,42,3,65,195
616,248,36,1,42,42
617,248,24,1,83,83
618,249,18,1,133,133
619,249,42,3,37,111
620,249,33,2,126,252
621,249,44,1,22,22
622,250,46,2,36,72
623,250,32,1,24,24
624,250,25,1,61,61
625,250,30,3,137,411
626,251,8,2,88,176
627,252,26,2,39,78
628,252,44,3,63,189
629,252,30,3,85,255
630,252,28,3,69,207
631,253,45,2,92,184
632,254,41,3,143,429
633,254,2,1,32,32
634,255,40,3,42,126
635,255,48,2,45,90
636,256,35,3,125,375
637,257,28,3,119,357
638,257,14,3,72,216
639,258,14,3,139,417
640,258,43,1,142,142
641,258,30,3,50,150
642,258,12,2,67,134
643,259,20,1,74,74
644,259,1,3,99,297
645,259,2,1,45,45
646,260,26,1,32,32
647,260,35,3,99,297
648,260,34,3,121,363
649,261,32,1,45,45
650,261,37,3,20,60
651,261,19,3,91,273
652,261,42,3,112,336
653,262,10,1,116,116
654,262,2,2,114,228
655,262,39,2,58,116
656,263,37,1,117,117
657,263,24,1,75,75
658,264,47,3,28,84
659,264,14,2,114,228
660,264,2,1,120,120
661,264,21,1,52,52
662,265,9,1,34,34
663,265,29,3,118,354
664,266,9,2,28,56
665,266,50,2,63,126
666,267,40,2,36,72
667,267,1,2,122,244
668,267,32,3,112,336
669,268,40,1,55,55
670,269,24,3,80,240
671,269,28,2,118,236
672,270,11,2,73,146
673,270,18,3,45,135
674,271,48,3,129,387
675,271,39,2,41,82
676,271,38,3,100,300
677,271,20,3,66,198
678,272,36,3,44,132
679,273,40,3,103,309
680,274,31,2,147,294
681,274,2,3,113,339
682,274,11,2,104,208
683,274,46,2,78,156
684,275,44,1,70,70
685,275,48,2,73,146
686,276,19,2,39,78
687,276,21,3,99,297
688,277,50,2,66,132
689,278,17,2,132,264
690,279,25,3,34,102
691,279,28,1,124,124
692,280,45,1,73,73
693,280,23,3,115,345
694,280,22,3,128,384
695,280,21,1,115,115
696,281,28,1,97,97
697,281,48,1,66,66
698,281,47,1,66,66
699,282,44,3,78,234
700,283,31,3,149,447
701,283,16,3,113,339
702,283,37,2,29,58
703,284,12,2,78,156
704,284,48,2,124,248
705,285,2,3,100,300
706,285,42,1,54,54
707,285,34,2,138,276
708,286,8,1,112,112
709,286,38,1,104,104
710,287,17,1,147,147
711,287,4,3,95,285
712,287,9,1,36,36
713,287,13,2,102,204
714,288,20,2,128,256
715,289,44,3,90,270
716,289,50,1,27,27
717,289,24,3,106,318
718,290,23,1,30,30
719,290,36,1,149,149
720,290,8,1,68,68
721,291,39,3,20,60
722,291,25,2,44,88
723,292,13,1,108,108
724,292,4,2,110,220
725,292,19,1,21,21
726,293,25,2,80,160
727,293,16,3,63,189
728,293,47,2,29,58
729,293,42,2,146,292
730,294,16,2,24,48
731,294,16,3,121,363
732,294,35,3,133,399
733,294,48,1,102,102
734,295,46,1,74,74
735,295,49,3,121,363
736,295,42,3,70,210
737,295,26,1,31,31
738,296,26,3,101,303
739,296,45,2,144,288
740,296,50,1,135,135
741,296,32,3,24,72
742,297,11,3,118,354
743,297,32,2,100,200
744,297,24,3,73,219
745,298,1,3,62,186
746,298,11,2,149,298
747,298,29,1,38,38
748,299,12,3,56,168
749,299,48,2,45,90
750,299,25,3,116,348
751,300,9,2,116,232
752,300,34,3,33,99
753,300,22,2,62,124
754,301,7,3,139,417
755,301,18,1,101,101
756,301,38,2,42,84
757,302,6,3,111,333
758,302,47,3,137,411
759,302,15,3,112,336
760,303,16,1,135,135
761,303,25,2,41,82
762,303,7,2,41,82
763,304,34,1,23,23
764,304,17,1,77,77
765,304,4,2,101,202
766,305,45,1,73,73
767,305,34,2,148,296
768,306,9,1,50,50
769,306,10,1,142,142
770,306,6,2,111,222
771,306,46,1,99,99
772,307,7,3,79,237
773,308,35,3,20,60
774,308,34,1,122,122
775,309,21,1,76,76
776,309,34,3,104,312
777,310,16,3,26,78
778,311,8,2,56,112
779,312,1,2,20,40
780,312,6,1,99,99
781,312,33,1,102,102
782,312,18,3,75,225
783,313,24,2,121,242
784,313,33,3,73,219
785,313,6,2,149,298
786,314,19,1,130,130
787,315,16,3,42,126
788,316,35,2,23,46
789,316,12,3,47,141
790,316,27,2,126,252
791,317,31,2,24,48
792,317,14,3,86,258
793,317,31,3,141,423
794,318,47,3,89,267
795,318,30,1,145,145
796,318,3,1,138,138
797,318,34,3,148,444
798,319,35,2,101,202
799,320,35,1,49,49
800,321,30,3,139,417
801,321,30,2,85,170
802,321,26,2,96,192
803,322,18,2,21,42
804,322,22,2,137,274
805,322,27,3,31,93
806,322,46,2,60,120
807,323,3,2,124,248
808,323,32,3,143,429
809,323,27,2,80,160
810,324,30,2,87,174
811,324,45,1,125,125
812,324,47,1,21,21
813,325,31,3,78,234
814,326,11,2,37,74
815,326,16,3,25,75
816,326,25,1,20,20
817,327,39,2,104,208
818,327,5,3,87,261
819,327,45,1,38,38
820,328,12,3,121,363
821,328,4,2,95,190
822,328,8,3,61,183
823,329,36,3,60,180
824,329,2,3,53,159
825,329,32,2,146,292
826,330,21,1,92,92
827,330,38,1,132,132
828,331,26,3,133,399
829,331,32,1,144,144
830,332,18,1,96,96
831,332,31,2,149,298
832,332,48,1,54,54
833,332,3,3,94,282
834,333,20,3,92,276
835,333,18,3,44,132
836,333,29,2,98,196
837,334,17,1,35,35
838,335,37,1,68,68
839,335,35,2,133,266
840,336,3,2,99,198
841,336,26,3,139,417
842,337,11,2,144,288
843,337,49,2,59,118
844,337,41,3,110,330
845,337,40,2,85,170
846,338,31,2,65,130
847,338,11,3,54,162
848,338,4,3,94,282
849,339,20,1,24,24
850,339,44,2,54,108
851,339,37,3,65,195
852,339,33,2,27,54
853,340,11,3,112,336
854,341,25,2,34,68
855,341,8,2,20,40
856,342,7,1,55,55
857,342,15,1,135,135
858,343,15,3,116,348
859,344,7,2,94,188
860,344,42,2,141,282
861,345,28,3,100,300
862,345,33,2,104,208
863,345,37,2,62,124
864,346,10,3,118,354
865,346,21,1,84,84
866,347,27,1,126,126
867,347,38,2,20,40
868,347,2,3,143,429
869,348,4,1,109,109
870,348,8,1,122,122
871,348,15,1,129,129
872,349,24,2,134,268
873,349,2,2,148,296
874,350,6,3,138,414
875,350,46,3,147,441
876,351,3,2,93,186
877,351,43,1,78,78
878,352,34,1,66,66
879,352,37,1,36,36
880,352,43,3,25,75
881,352,47,3,66,198
882,353,18,3,92,276
883,353,8,1,38,38
884,353,47,1,121,121
885,353,22,3,55,165
886,354,47,2,99,198
887,355,36,2,105,210
888,355,32,3,116,348
889,355,36,2,60,120
890,355,17,1,31,31
891,356,28,3,20,60
892,356,18,1,24,24
893,357,12,1,76,76
894,357,10,3,45,135
895,357,3,3,108,324
896,357,44,3,106,318
897,358,4,1,142,142
898,358,5,1,45,45
899,358,40,1,133,133
900,359,23,2,128,256
901,359,48,2,87,174
902,359,50,2,40,80
903,359,9,3,134,402
904,360,4,1,85,85
905,361,50,1,134,134
906,361,29,2,38,76
907,361,34,2,75,150
908,361,25,2,83,166
909,362,38,3,87,261
910,362,28,1,42,42
911,363,17,1,101,101
912,364,5,1,64,64
913,364,46,2,96,192
914,364,6,1,101,101
915,365,46,3,106,318
916,365,4,1,54,54
917,365,16,3,37,111
918,365,27,3,148,444
919,366,28,2,72,144
920,366,27,1,133,133
921,366,42,1,58,58
922,366,42,2,144,288
923,367,31,1,69,69
924,367,5,3,35,105
925,368,35,2,125,250
926,368,49,1,29,29
927,369,15,1,110,110
928,369,27,2,38,76
929,369,46,3,112,336
930,369,6,3,86,258
931,370,26,3,37,111
932,370,44,2,123,246
933,370,23,2,44,88
934,371,46,3,113,339
935,372,19,3,125,375
936,373,4,2,65,130
937,373,4,1,83,83
938,374,38,3,40,120
939,374,15,3,41,123
940,375,18,3,52,156
941,376,30,2,63,126
942,376,30,2,150,300
943,377,11,3,57,171
944,377,50,2,36,72
945,377,37,3,80,240
946,377,29,3,115,345
947,378,32,3,44,132
948,378,18,2,78,156
949,378,18,3,119,357
950,379,8,2,96,192
951,379,35,3,132,396
952,379,45,3,63,189
953,379,49,2,93,186
954,380,4,3,140,420
955,380,49,2,115,230
956,380,45,2,91,182
957,380,47,3,38,114
958,381,13,2,65,130
959,381,11,2,77,154
960,382,20,1,97,97
961,383,14,1,142,142
962,383,41,3,37,111
963,383,44,3,125,375
964,384,25,2,57,114
965,384,5,2,114,228
966,385,40,2,99,198
967,385,35,2,97,194
968,385,19,2,21,42
969,385,16,2,27,54
970,386,36,2,54,108
971,386,18,3,67,201
972,386,34,2,22,44
973,387,47,1,53,53
974,387,23,1,22,22
975,387,47,2,113,226
976,387,30,1,69,69
977,388,15,1,100,100
978,389,47,3,51,153
979,389,39,1,74,74
980,389,17,1,43,43
981,390,36,1,29,29
982,390,44,1,22,22
983,390,20,3,110,330
984,391,6,2,38,76
985,391,32,3,56,168
986,391,45,3,129,387
987,392,46,3,37,111
988,392,43,3,95,285
989,393,22,3,96,288
990,393,17,1,45,45
991,393,30,1,28,28
992,394,45,1,22,22
993,394,29,3,55,165
994,395,6,2,102,204
995,395,25,3,30,90
996,395,33,1,148,148
997,395,16,2,87,174
998,396,50,3,119,357
999,397,36,3,89,267
1000,397,34,3,113,339
1001,397,4,3,54,162
1002,398,4,2,140,280
1003,398,43,2,85,170
1004,398,22,1,103,103
1005,399,29,3,46,138
1006,399,17,2,79,158
1007,400,17,3,26,78
1008,400,28,1,34,34
1009,401,22,2,140,280
1010,401,29,1,125,125
1011,401,25,3,115,345
1012,402,3,3,62,186
1013,402,46,2,147,294
1014,402,2,3,26,78
1015,403,28,1,59,59
1016,403,8,1,128,128
1017,403,37,1,60,60
1018,403,41,3,86,258
1019,404,48,2,106,212
1020,404,22,2,33,66
1021,404,7,1,73,73
1022,404,26,1,34,34
1023,405,42,2,21,42
1024,405,45,2,145,290
1025,406,28,2,147,294
1026,406,28,3,96,288
1027,406,17,3,116,348
1028,406,42,1,127,127
1029,407,25,2,126,252
1030,407,43,2,84,168
1031,408,37,3,145,435
1032,408,28,3,65,195
1033,408,12,1,134,134
1034,408,20,3,140,420
1035,409,31,2,41,82
1036,409,24,1,79,79
1037,410,43,3,22,66
1038,410,16,1,84,84
1039,410,24,1,65,65
1040,411,11,1,100,100
1041,411,31,3,147,441
1042,411,39,1,98,98
1043,411,7,1,143,143
1044,412,50,2,121,242
1045,413,42,3,113,339
1046,413,45,1,102,102
1047,413,30,1,25,25
1048,413,26,2,133,266
1049,414,23,3,110,330
1050,414,47,3,138,414
1051,414,37,2,29,58
1052,415,2,3,107,321
1053,415,7,3,90,270
1054,415,15,2,38,76
1055,416,36,2,110,220
1056,416,25,1,23,23
1057,416,6,3,22,66
1058,417,10,2,146,292
1059,417,33,1,108,108
1060,418,12,3,83,249
1061,418,13,2,55,110
1062,418,25,3,97,291
1063,419,9,1,106,106
1064,420,5,2,108,216
1065,420,18,1,137,137
1066,420,22,3,125,375
1067,421,49,3,85,255
1068,421,33,3,140,420
1069,422,47,1,135,135
1070,422,23,2,141,282
1071,422,8,2,111,222
1072,423,25,3,116,348
1073,423,35,3,127,381
1074,424,36,2,140,280
1075,424,19,2,132,264
1076,425,9,3,111,333
1077,425,3,2,107,214
1078,426,45,1,86,86
1079,426,6,2,66,132
1080,426,30,2,89,178
1081,426,46,2,89,178
1082,427,12,1,150,150
1083,427,15,3,70,210
1084,428,21,3,43,129
1085,428,7,2,77,154
1086,429,17,2,107,214
1087,429,44,2,93,186
1088,429,35,2,52,104
1089,429,17,2,68,136
1090,430,47,2,63,126
1091,430,44,2,67,134
1092,430,48,1,61,61
1093,431,9,2,75,150
1094,432,38,1,42,42
1095,432,7,3,85,255
1096,433,27,1,104,104
1097,433,47,3,46,138
1098,433,46,2,31,62
1099,433,26,2,63,126
1100,434,8,2,94,188
1101,434,22,3,36,108
1102,434,5,1,148,148
1103,434,10,1,83,83
1104,435,7,2,143,286
1105,436,48,1,144,144
1106,437,31,1,138,138
1107,437,10,3,92,276
1108,437,50,2,146,292
1109,438,9,3,85,255
1110,438,31,3,42,126
1111,438,34,1,70,70
1112,439,18,3,116,348
1113,439,44,1,113,113
1114,439,40,3,45,135
1115,439,23,2,41,82
1116,440,12,2,40,80
1117,440,14,2,102,204
1118,440,37,3,79,237
1119,441,45,1,56,56
1120,441,23,2,50,100
1121,441,33,3,55,165
1122,442,31,2,121,242
1123,443,30,1,55,55
1124,443,6,1,42,42
1125,444,18,1,21,21
1126,444,44,1,20,20
1127,444,2,3,121,363
1128,445,19,2,135,270
1129,446,12,2,128,256
1130,446,5,1,99,99
1131,446,22,1,48,48
1132,447,35,3,114,342
1133,448,17,3,52,156
1134,448,18,3,103,309
1135,448,11,2,118,236
1136,448,1,1,67,67
1137,449,4,2,127,254
1138,450,29,1,147,147
1139,450,19,2,147,294
1140,450,16,3,126,378
1141,451,6,1,103,103
1142,452,8,2,63,126
1143,453,39,3,78,234
1144,453,18,3,98,294
1145,454,39,1,101,101
1146,455,7,1,145,145
1147,455,34,3,61,183
1148,455,29,3,55,165
1149,456,4,2,86,172
